"n_PORiskAdditionalFloodInfo_PK","n_PORiskMasterFK","n_POTermMasterFK","n_CreatedTransactionFK","s_CommunityNumber","s_CommunityName","s_PanelNumber","s_MapSuffix","s_FloodZone","s_FloodZoneGroup","S_CommunitySFHA","s_CountyName","s_GrandfatheringTypeCode","s_BaseElevation","s_GICommunityNo","s_GIPanelNo","s_GIMapSuffix","s_GIMapZone","s_PriorPolicyNo","s_PriorPolicyExpDt","s_PriorCommunityNumber","s_PriorPanelNumber","s_PriorMapSuffix","s_PriorFloodZone","d_PriorMapDate","s_PriorBaseElevation","s_PolicyTypeCode","s_PolicyWaitingPeriod","d_PropertyPurchaseDt","s_PolicyMeetPRP","d_FloodLoanClosingDt","s_PriorCompanyNAIC","d_PriorNBDate","s_isInsuredTenant","s_RentalProperty","s_CondoOwnership","s_CondoDescription","s_IsCoverageFor","s_ManufactureMobileHome","s_DtOfConstructionSource","d_DateOfConstruction","s_BuildingCourseConstruction","s_BuildingOverWater","s_IsFoudationPartInWater","s_BuildingFederalLand","s_Occupancy","s_InsuredResides","s_NoOfUnits","s_BuildingPurpose","s_AddExtCoverage","s_Foundation","s_NoOfFloors","s_IsInsuredNonProfitEnt","s_IsBuildingHouseWarship","s_BuildingType","s_BuildingUse","s_IsSmallBusinessEmp","s_IsAgriculturalStruct","s_BuildingDescription","s_CBRSorOPA","d_CBRSOPADate","s_SevereLossProperty","s_FloodProgramType","s_FloodConstructionType","s_isBuildingWallRoof","d_InitialFirmDate","s_DetachedGarage","s_AddExtOtherAttachedGarage","n_ReplacementCost","n_ReplacementCostRatio","s_OtherBuilding","s_ContentLocationTRRP","s_PersonalPropertyHousehold","s_PersonalPropertyHouseholdDescribe","s_WithCOC_OR_EC","s_ElevationDifference","s_ElevationDifferenceTRRP","s_ElevationCertificateType","s_ElevatedBldgFreeObstruction","s_SubstantialImprovement","s_PolicyAssignment","n_PercResidentialPurposes","s_IsTownRowCondo","s_ResidentialUnit","s_NonResidentialUnit","s_TotalSqFootage","s_NonResidSqFootage","s_FloorInBuild","s_MobileHomePark","d_MobileHomeParkDate","s_IsPolicyMortgage","s_BaseFloodElevation","d_CurrentFirmDate","s_IsPriorFIPPolicy","s_IsReqByLender","s_IsPriorNFIPLapsed","s_IsCommunitySuspension","d_SuspensionDate","d_ReinstatementDate","s_IsEffeWithIn180Days","s_NoOfElevator","s_BldgConstructionType","s_NoOfDetatchedStruct","s_IsBldgContainME","s_AllMachinaryElevated","s_UnitLocatedOnFloor","s_IsPropNewlyMapped","s_IsNewPurchase","s_IsBldgNRHP","d_SubstantialImprovmentDate","s_IsPreFirmSubsidyEligible","s_RiskRating20","s_IsAddInsureds","s_TableNo","metadata","n_CreatedUser","d_CreatedDate","n_UpdatedUser","d_UpdatedDate"
123,8,90,120,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1996-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,154000.0,146,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2021-10-14 12:00:00",1,"2023-12-01 21:40:42"
124,21,94,125,"320018",,"8840",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-09-10",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,126200.0,99,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999",,YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-07-29 12:00:00",1,"2023-12-01 21:40:43"
125,22,95,126,"320018",,"8840",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8840",F,AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1995-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,6800.0,999,,,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-12-13 12:00:00",1,"2023-12-01 21:40:43"
126,18,80,124,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8825",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1983-10-16",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,11000.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2019-09-16 12:00:00",1,"2023-12-01 21:40:42"
127,4,96,127,"065071",,"0687",E,AH,AH,,TULARE COUNTY,NOGRANDFATHERING,,"000000","","",AH,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1995-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100NONRESIDENTIAL",,SLABONGRADE,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,81000.0,280,,,YES,,,"09990",,"","10",,"",0,NO,,,,,,,,,"0","2009-06-16",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2022-02-03 12:00:00",1,"2023-12-01 21:40:42"
128,23,97,128,"320018",,"8805",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8805",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-10-15",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,6500.0,999,,,YES,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"9999","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-09-26 12:00:00",1,"2023-12-01 21:40:43"
129,9,98,129,"320001",,"0094",F,AOB,"",,INDEPENDENT CITY,NOGRANDFATHERING,,"320001","0094",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,12210.0,999,,,YES,,,"00030",PLUSTHREE,"","10",,"",0,NO,,,,,,,,,"4641","2016-12-22",NO,NO,NO,NO,"2016-12-30","2017-01-05",,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2022-01-15 12:00:00",1,"2023-12-01 21:40:43"
130,24,99,130,"320018",,"8740",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-11-27",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,245000.0,100,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-11-17 12:00:00",1,"2023-12-01 21:40:43"
131,8,90,131,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8825",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1996-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,15400.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2022-02-17 12:00:00",1,"2023-12-01 21:40:43"
132,15,100,132,"320018",,"8840",G,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8840",G,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2000-09-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,25000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"1","2020-03-06",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-06-17 12:00:00",1,"2023-12-01 21:40:43"
133,17,101,133,"320018",,"8840",G,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8840",G,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1994-01-01",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,7400.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","2020-03-06",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-07-29 12:00:00",1,"2023-12-01 21:40:44"
134,20,102,134,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-08-14",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,250000.0,100,,,YES,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"9999",,YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-08-23 12:00:00",1,"2023-12-01 21:40:43"
135,18,103,135,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8825",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1983-10-16",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,11000.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-07-27 12:00:00",1,"2023-12-01 21:40:44"
136,19,104,136,"320018",,"8840",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8840",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1998-03-01",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,14200.0,999,,,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"9999",,YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-09-18 12:00:00",1,"2023-12-01 21:40:43"
137,14,105,138,"320018",,"8740",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8740",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2000-05-23",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,25000.0,999,,,YES,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"9999","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-07-30 12:00:00",1,"2023-12-01 21:40:44"
138,4,96,137,"065071",,"0687",E,AH,AH,,TULARE COUNTY,NOGRANDFATHERING,,"000000","","",AH,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1995-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100NONRESIDENTIAL",,SLABONGRADE,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,81000.0,280,,,YES,,,"09990",,"","10",,"",0,NO,,,,,,,,,"0","2009-06-16",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2022-02-08 12:00:00",1,"2023-12-01 21:40:44"
139,22,106,139,"320018",,"8840",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1995-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,68000.0,161,,,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-12-08 12:00:00",1,"2023-12-01 21:40:44"
140,21,94,140,"320018",,"8840",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8840",F,AOB,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-09-10",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,12620.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999",,YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-09-16 12:00:00",1,"2023-12-01 21:40:44"
141,23,107,141,"320018",,"8805",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8805",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-10-15",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,6500.0,999,,,YES,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"9999","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-09-21 12:00:00",1,"2023-12-01 21:40:44"
142,16,108,142,"060188",,"0465",G,AOB,"",,MERCED COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1979-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,94000.0,266,,,YES,,,"00000",,"3","10",,"",0,NO,,,,,,,,,"2","2008-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3A,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-03-18 12:00:00",1,"2023-12-01 21:40:44"
143,10,109,143,"320008",,"0000",F,A,A,,DOUGLAS COUNTY,CONTINUOUSCOVERAGE,,"320008","0265",G,A,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,BLDGPERMITDT,"1981-09-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,9000.0,999,,,YES,,,"00020",PLUSTWO,"3","10",,"",0,NO,,,,,,,,,"9999","2010-01-20",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3C,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2021-10-12 12:00:00",1,"2023-12-01 21:40:45"
144,13,111,145,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8825",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-06-06",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,20350.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-06-01 12:00:00",1,"2023-12-01 21:40:45"
145,25,110,144,"320018",,"8840",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-12-06",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,250000.0,100,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2016-12-01 12:00:00",1,"2023-12-01 21:40:44"
146,26,112,147,"320018",,"8750",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8750",F,AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1993-05-04",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,13200.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-02-25 12:00:00",1,"2023-12-01 21:40:44"
147,20,102,146,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-08-14",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,250000.0,100,,,YES,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"9999",,YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-10-18 12:00:00",1,"2023-12-01 21:40:44"
148,15,113,148,"320018",,"8840",G,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8840",G,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2000-09-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,25000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"1","2020-03-06",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2021-06-10 12:00:00",1,"2023-12-01 21:40:44"
149,19,114,149,"320018",,"8840",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8840",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1998-03-01",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,14200.0,999,,,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"9999",,YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2018-09-04 12:00:00",1,"2023-12-01 21:40:44"
150,24,99,150,"320018",,"8740",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-11-27",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,245000.0,100,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-12-05 12:00:00",1,"2023-12-01 21:40:44"
